"Const","Writer","Actors","Plot","Language","Country","Awards","Poster","Rotten Tomatoes","Your.Rating","Date.Rated","Title","URL","Title.Type","IMDb.Rating","Runtime..mins.","Year","Genres","Num.Votes","Release.Date","Directors","AFI","Theater","Service","Decade","Seen"
"tt0057012","Stanley Kubrick, Terry Southern, Peter George","Peter Sellers, George C. Scott, Sterling Hayden","An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.","English, Russian","United Kingdom, United States","Nominated for 4 Oscars. 14 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","98%",8,"2021-09-19","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","https://www.imdb.com/title/tt0057012/","movie",8.4,95,1964,"Comedy, War",506403,"1964-01-29","Stanley Kubrick","2021-09-17",NA,NA,"1960s","Yes"
"tt0059742","George Hurdalek, Howard Lindsay, Russel Crouse","Julie Andrews, Christopher Plummer, Eleanor Parker","A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.","English, German","United States","Won 5 Oscars. 17 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BODIxNjhkYjEtYzUyMi00YTNjLWE1YjktNjAyY2I2MWNkNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","83%",9,"2021-07-09","The Sound of Music","https://www.imdb.com/title/tt0059742/","movie",8.1,172,1965,"Biography, Drama, Family, Musical, Romance",249008,"1965-03-02","Robert Wise","2022-07-05",NA,NA,"1960s","Yes"
"tt0024216","James Ashmore Creelman, Ruth Rose, Merian C. Cooper","Fay Wray, Robert Armstrong, Bruce Cabot","A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.","English","United States","3 wins & 7 nominations","https://m.media-amazon.com/images/M/MV5BZTY3YjYxZGQtMTM2YS00ZmYwLWFlM2QtOWFlMTU1NTAyZDQ2XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_SX300.jpg","98%",8,"2021-07-09","King Kong","https://www.imdb.com/title/tt0024216/","movie",7.9,100,1933,"Adventure, Horror, Sci-Fi",88845,"1933-03-02","Ernest B. Schoedsack, Merian C. Cooper","2023-04-26",NA,NA,"1930s","Yes"
"tt0061418","David Newman, Robert Benton, Robert Towne","Warren Beatty, Faye Dunaway, Michael J. Pollard","Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.","English","United States","Won 2 Oscars. 23 wins & 30 nominations total","https://m.media-amazon.com/images/M/MV5BOTViZmMwOGEtYzc4Yy00ZGQ1LWFkZDQtMDljNGZlMjAxMjhiXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg","88%",8,"2021-09-17","Bonnie and Clyde","https://www.imdb.com/title/tt0061418/","movie",7.7,111,1967,"Action, Biography, Crime, Drama",117785,"1967-08-04","Arthur Penn",NA,NA,NA,"1960s","Yes"
"tt0064665","Waldo Salt, James Leo Herlihy","Dustin Hoffman, Jon Voight, Sylvia Miles","A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.","English, Italian","United States","Won 3 Oscars. 28 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BNTgwZmIzMmYtZjE3Yy00NzgzLTgxNmUtNjlmZDlkMzlhOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg","87%",8,"2022-06-26","Midnight Cowboy","https://www.imdb.com/title/tt0064665/","movie",7.8,113,1969,"Drama",116648,"1969-05-25","John Schlesinger","2022-04-07",NA,NA,"1960s","Yes"
"tt0032904","Donald Ogden Stewart, Philip Barry, Waldo Salt","Cary Grant, Katharine Hepburn, James Stewart","When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.","English, French","United States","Won 2 Oscars. 5 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg","100%",8,"2021-07-09","The Philadelphia Story","https://www.imdb.com/title/tt0032904/","movie",7.9,112,1940,"Comedy, Romance",72191,"1940-12-05","George Cukor","2021-08-17",NA,NA,"1940s","Yes"
"tt0046303","A.B. Guthrie Jr., Jack Sher, Jack Schaefer","Alan Ladd, Jean Arthur, Van Heflin","A weary gunfighter in 1880s Wyoming begins to envision a quieter life after befriending a homestead family with a young son who idolizes him, but a smoldering range war forces him to act.","English","United States","Won 1 Oscar. 6 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BYzMzZmJjZGItMjY2OC00ZDcxLWI1YjQtMTU1MjQwN2NlNzIyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","97%",NA,NA,"Shane","https://www.imdb.com/title/tt0046303/","movie",7.6,118,1953,"Drama, Western",43054,"1953-04-23","George Stevens",NA,NA,NA,"1950s","No"
"tt0025316","Robert Riskin, Samuel Hopkins Adams","Clark Gable, Claudette Colbert, Walter Connolly","A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.","English","United States","Won 5 Oscars. 11 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","99%",8,"2022-07-18","It Happened One Night","https://www.imdb.com/title/tt0025316/","movie",8.1,105,1934,"Comedy, Romance",108894,"1934-02-18","Frank Capra","2022-07-09",NA,NA,"1930s","Yes"
"tt0044081","Tennessee Williams, Oscar Saul","Vivien Leigh, Marlon Brando, Kim Hunter","Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.","English, Spanish","United States","Won 4 Oscars. 17 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BNzk2M2Y3MzYtNGMzMi00Y2FjLTkwODQtNmExYWU3ZWY3NzExXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg","97%",9,"2021-07-09","A Streetcar Named Desire","https://www.imdb.com/title/tt0044081/","movie",7.9,122,1951,"Drama",112199,"1951-09-09","Elia Kazan",NA,NA,NA,"1950s","Yes"
"tt0047396","John Michael Hayes, Cornell Woolrich","James Stewart, Grace Kelly, Wendell Corey","A wheelchair-bound photographer spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend.","English","United States","Nominated for 4 Oscars. 6 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","98%",9,"2021-07-09","Rear Window","https://www.imdb.com/title/tt0047396/","movie",8.5,112,1954,"Mystery, Thriller",508608,"1954-08-01","Alfred Hitchcock",NA,NA,NA,"1950s","Yes"
"tt0006864","Hettie Grey Baker, Tod Browning, D.W. Griffith","Lillian Gish, Robert Harron, Mae Marsh","The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.","None, English","United States","2 wins","https://m.media-amazon.com/images/M/MV5BZTc0YjA1ZjctOTFlZi00NWRiLWE2MTAtZDE1MWY1YTgzOTJjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","97%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAs","No"
"tt0120737","J.R.R. Tolkien, Fran Walsh, Philippa Boyens","Elijah Wood, Ian McKellen, Orlando Bloom","A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.","English, Sindarin","New Zealand, United States","Won 4 Oscars. 121 wins & 126 nominations total","https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","92%",7,"2021-07-09","The Lord of the Rings: The Fellowship of the Ring","https://www.imdb.com/title/tt0120737/","movie",8.8,178,2001,"Action, Adventure, Drama, Fantasy",1943478,"2001-12-10","Peter Jackson",NA,NA,NA,"2000s","Yes"
"tt0055614","Ernest Lehman, Arthur Laurents, Jerome Robbins","Natalie Wood, George Chakiris, Richard Beymer","Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.","English, Spanish","United States","Won 10 Oscars. 28 wins & 10 nominations total","https://m.media-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SX300.jpg","93%",8,"2021-12-29","West Side Story","https://www.imdb.com/title/tt0055614/","movie",7.6,153,1961,"Crime, Drama, Musical, Romance",118554,"1961-10-18","Jerome Robbins, Robert Wise","2021-12-18",NA,"Prime","1960s","Yes"
"tt0075314","Paul Schrader","Robert De Niro, Jodie Foster, Cybill Shepherd","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","English, Spanish","United States","Nominated for 4 Oscars. 22 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","96%",9,"2021-07-09","Taxi Driver","https://www.imdb.com/title/tt0075314/","movie",8.2,114,1976,"Crime, Drama",884250,"1976-02-08","Martin Scorsese",NA,NA,NA,"1970s","Yes"
"tt0077416","Michael Cimino, Deric Washburn, Louis Garfinkle","Robert De Niro, Christopher Walken, John Cazale","An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.","English, Vietnamese, French, Russian, Cantonese","United States, United Kingdom","Won 5 Oscars. 24 wins & 27 nominations total","https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","91%",7,"2022-05-29","The Deer Hunter","https://www.imdb.com/title/tt0077416/","movie",8.1,183,1978,"Drama, War",351592,"1978-12-08","Michael Cimino",NA,NA,NA,"1970s","Yes"
"tt0066026","Richard Hooker, Ring Lardner Jr.","Donald Sutherland, Elliott Gould, Tom Skerritt","The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.","English, Japanese, Korean","United States","Won 1 Oscar. 14 wins & 24 nominations total","https://m.media-amazon.com/images/M/MV5BMjNjM2NlN2MtOWYyOS00NmY5LThhYjMtMDc1Y2U4OTU4MDNjXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg","84%",NA,NA,"M*A*S*H","https://www.imdb.com/title/tt0066026/","movie",7.4,116,1970,"Comedy, Drama, War",75480,"1970-01-25","Robert Altman",NA,NA,NA,"1970s","No"
"tt0053125","Ernest Lehman","Cary Grant, Eva Marie Saint, James Mason","A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.","English, French","United States","Nominated for 3 Oscars. 8 wins & 10 nominations total","https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","97%",8,"2021-07-09","North by Northwest","https://www.imdb.com/title/tt0053125/","movie",8.3,136,1959,"Action, Adventure, Mystery, Thriller",338517,"1959-07-01","Alfred Hitchcock",NA,NA,NA,"1950s","Yes"
"tt0073195","Peter Benchley, Carl Gottlieb","Roy Scheider, Robert Shaw, Richard Dreyfuss","When a killer shark unleashes chaos on a beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.","English","United States","Won 3 Oscars. 15 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","98%",9,"2021-07-09","Jaws","https://www.imdb.com/title/tt0073195/","movie",8.1,124,1975,"Adventure, Mystery, Thriller",639127,"1975-06-20","Steven Spielberg","2021-08-14",NA,NA,"1970s","Yes"
"tt0075148","Sylvester Stallone","Sylvester Stallone, Talia Shire, Burt Young","A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.","English","United States","Won 3 Oscars. 20 wins & 22 nominations total","https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX300.jpg","93%",8,"2021-07-09","Rocky","https://www.imdb.com/title/tt0075148/","movie",8.1,120,1976,"Drama, Sport",609121,"1976-11-20","John G. Avildsen",NA,NA,NA,"1970s","Yes"
"tt0015864","Charles Chaplin","Charles Chaplin, Mack Swain, Tom Murray","A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.","English","United States","Nominated for 2 Oscars. 3 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","100%",NA,NA,"The Gold Rush","https://www.imdb.com/title/tt0015864/","movie",8.1,95,1925,"Adventure, Comedy, Drama, Romance, Western",115603,"1925-06-26","Charles Chaplin",NA,NA,NA,"1920s","No"
"tt0073440","Joan Tewkesbury","Keith Carradine, Karen Black, Ronee Blakley","Over the course of a few hectic days, numerous interrelated people prepare for a political convention.","English","United States","Won 1 Oscar. 24 wins & 26 nominations total","https://m.media-amazon.com/images/M/MV5BMDY0MzE3YWQtZTAzMS00ZmRlLWE3NzYtMjk0NDlkMmE4N2U2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","91%",10,"2023-06-18","Nashville","https://www.imdb.com/title/tt0073440/","movie",7.6,160,1975,"Comedy, Drama, Music",27783,"1975-06-11","Robert Altman",NA,NA,NA,"1970s","Yes"
"tt0023969","Bert Kalmar, Harry Ruby, Arthur Sheekman","Groucho Marx, Harpo Marx, Chico Marx","Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they'","English","United States","2 wins & 2 nominations","https://m.media-amazon.com/images/M/MV5BYmYxZGU2NWYtNzQxZS00NmEyLWIzN2YtMDk5MWM0ODc5ZTE4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg","91%",NA,NA,"Duck Soup","https://www.imdb.com/title/tt0023969/","movie",7.8,69,1933,"Comedy, Musical",61803,"1933-11-15","Leo McCarey",NA,NA,NA,"1930s","No"
"tt0034240","Preston Sturges","Joel McCrea, Veronica Lake, Robert Warwick","Hollywood director John L Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.","English","United States","2 wins","https://m.media-amazon.com/images/M/MV5BYWUyYTFlMzUtYzUxNi00YjFhLWEyNzItMzdkZTNkNDE5OTFlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg","100%",NA,NA,"Sullivan's Travels","https://www.imdb.com/title/tt0034240/","movie",7.9,90,1941,"Adventure, Comedy, Drama, Romance",27859,"1941-12-05","Preston Sturges",NA,NA,"Prime Rentals","1940s","No"
"tt0069704","George Lucas, Gloria Katz, Willard Huyck","Richard Dreyfuss, Ron Howard, Paul Le Mat","A group of teenagers in California's central valley spend one final night after their 1962 high school graduation cruising the strip with their buddies before they pursue their varying goals.","English","United States","Nominated for 5 Oscars. 9 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BMjI5NjM5MjIyNF5BMl5BanBnXkFtZTgwNjg2MTUxMDE@._V1_SX300.jpg","96%",8,"2023-08-15","American Graffiti","https://www.imdb.com/title/tt0069704/","movie",7.4,110,1973,"Comedy, Drama",95833,"1973-07-27","George Lucas",NA,NA,NA,"1970s","Yes"
"tt0068327","Joe Masteroff, John Van Druten, Christopher Isherwood","Liza Minnelli, Michael York, Helmut Griem","A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.","English, German, Hebrew, French","United States","Won 8 Oscars. 39 wins & 18 nominations total","https://m.media-amazon.com/images/M/MV5BNTEyMzc0Mjk5MV5BMl5BanBnXkFtZTgwMjI2NDIwMTE@._V1_SX300.jpg","93%",9,"2021-07-09","Cabaret","https://www.imdb.com/title/tt0068327/","movie",7.8,124,1972,"Drama, Music, Musical, Romance",57787,"1972-02-13","Bob Fosse",NA,"2022-03-30",NA,"1970s","Yes"
"tt0074958","Paddy Chayefsky","Faye Dunaway, William Holden, Peter Finch","A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.","English","United States","Won 4 Oscars. 20 wins & 26 nominations total","https://m.media-amazon.com/images/M/MV5BZGNjYjM2MzItZGQzZi00NmY3LTgxOGUtMTQ2MWQxNWQ2MmMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg","92%",9,"2022-02-14","Network","https://www.imdb.com/title/tt0074958/","movie",8.1,121,1976,"Drama",165602,"1976-11-14","Sidney Lumet",NA,NA,NA,"1970s","Yes"
"tt0043265","C.S. Forester, James Agee, John Huston","Humphrey Bogart, Katharine Hepburn, Robert Morley","In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.","English, German, Swahili","United Kingdom, United States","Won 1 Oscar. 5 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BYzM3YjE2NGMtODY3Zi00NTY0LWE4Y2EtMTE5YzNmM2U1NTg2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","98%",8,"2021-07-09","The African Queen","https://www.imdb.com/title/tt0043265/","movie",7.7,105,1951,"Adventure, Drama, Romance, War",82283,"1951-12-26","John Huston",NA,NA,NA,"1950s","Yes"
"tt0082971","Lawrence Kasdan, George Lucas, Philip Kaufman","Harrison Ford, Karen Allen, Paul Freeman","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.","English, German, Hebrew, Spanish, Arabic, Nepali","United States","Won 5 Oscars. 37 wins & 24 nominations total","https://m.media-amazon.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_SX300.jpg","95%",9,"2021-07-09","Raiders of the Lost Ark","https://www.imdb.com/title/tt0082971/","movie",8.4,115,1981,"Action, Adventure",1012436,"1981-06-12","Steven Spielberg",NA,NA,NA,"1980s","Yes"
"tt0061184","Ernest Lehman, Edward Albee","Elizabeth Taylor, Richard Burton, George Segal","A bitter middle-aged couple, her derisive of his lowly position at a New England college, ask a new colleague and his wife over for drinks, and use them to fuel anguish and emotional pain toward each other through a distressing night","English, Latin, Spanish","United States","Won 5 Oscars. 22 wins & 28 nominations total","https://m.media-amazon.com/images/M/MV5BMjQ5ODI1MjQtMDc0Zi00OGQ1LWE2NTYtMTg1YTkxM2E5NzFkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg","95%",10,"2023-07-24","Who's Afraid of Virginia Woolf?","https://www.imdb.com/title/tt0061184/","movie",8,131,1966,"Drama",78307,"1966-06-21","Mike Nichols","2023-07-23",NA,NA,"1960s","Yes"
"tt0105695","David Webb Peoples","Clint Eastwood, Gene Hackman, Morgan Freeman","Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""","English","United States","Won 4 Oscars. 50 wins & 47 nominations total","https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","96%",7,"2023-06-29","Unforgiven","https://www.imdb.com/title/tt0105695/","movie",8.2,130,1992,"Drama, Western",426084,"1992-08-03","Clint Eastwood",NA,NA,NA,"1990s","Yes"
"tt0084805","Don McGuire, Larry Gelbart, Murray Schisgal","Dustin Hoffman, Jessica Lange, Teri Garr","Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.","English","United States","Won 1 Oscar. 25 wins & 30 nominations total","https://m.media-amazon.com/images/M/MV5BMTY4MGJjMTktNGM4Ni00ODliLWJlYjQtNjc4NmY2NjQ3NzEzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg","90%",NA,NA,"Tootsie","https://www.imdb.com/title/tt0084805/","movie",7.4,116,1982,"Comedy, Drama, Romance",111981,"1982-12-01","Sydney Pollack",NA,NA,NA,"1980s","No"
"tt0066921","Stanley Kubrick, Anthony Burgess","Malcolm McDowell, Patrick Magee, Michael Bates","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","English","United Kingdom, United States","Nominated for 4 Oscars. 12 wins & 24 nominations total","https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX300.jpg","87%",10,"2021-07-09","A Clockwork Orange","https://www.imdb.com/title/tt0066921/","movie",8.3,136,1971,"Crime, Sci-Fi",859236,"1971-12-19","Stanley Kubrick","2022-04-10",NA,NA,"1970s","Yes"
"tt0120815","Robert Rodat","Tom Hanks, Matt Damon, Tom Sizemore","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.","English, French, German, Czech","United States","Won 5 Oscars. 79 wins & 75 nominations total","https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg","93%",9,"2021-07-09","Saving Private Ryan","https://www.imdb.com/title/tt0120815/","movie",8.6,169,1998,"Drama, War",1448739,"1998-07-21","Steven Spielberg",NA,NA,"Prime","1990s","Yes"
"tt0111161","Stephen King, Frank Darabont","Tim Robbins, Morgan Freeman, Bob Gunton","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","English","United States","Nominated for 7 Oscars. 21 wins & 43 nominations total","https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","91%",8,"2021-07-09","The Shawshank Redemption","https://www.imdb.com/title/tt0111161/","movie",9.3,142,1994,"Drama",2797104,"1994-09-10","Frank Darabont",NA,NA,NA,"1990s","Yes"
"tt0064115","William Goldman","Paul Newman, Robert Redford, Katharine Ross","Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.","English, Spanish","United States, Mexico","Won 4 Oscars. 21 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX300.jpg","89%",8,"2021-07-09","Butch Cassidy and the Sundance Kid","https://www.imdb.com/title/tt0064115/","movie",8,110,1969,"Biography, Crime, Drama, Western",222816,"1969-09-23","George Roy Hill",NA,NA,NA,"1960s","Yes"
"tt0102926","Thomas Harris, Ted Tally","Jodie Foster, Anthony Hopkins, Lawrence A. Bonney","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","English, Latin","United States","Won 5 Oscars. 69 wins & 51 nominations total","https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","96%",9,"2021-07-09","The Silence of the Lambs","https://www.imdb.com/title/tt0102926/","movie",8.6,118,1991,"Crime, Drama, Thriller",1492387,"1991-01-30","Jonathan Demme",NA,NA,NA,"1990s","Yes"
"tt0061811","Stirling Silliphant, John Ball","Sidney Poitier, Rod Steiger, Warren Oates","A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.","English","United States","Won 5 Oscars. 23 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BZjZhZTZkNWItZGE1My00MTRkLWI2ZDktMWZkZTIxZWYxOTgzXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg","95%",8,"2022-02-07","In the Heat of the Night","https://www.imdb.com/title/tt0061811/","movie",7.9,110,1967,"Drama, Mystery, Thriller",80951,"1967-08-02","Norman Jewison","2022-05-28",NA,"Prime","1960s","Yes"
"tt0109830","Winston Groom, Eric Roth","Tom Hanks, Robin Wright, Gary Sinise","The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweeth","English","United States","Won 6 Oscars. 50 wins & 75 nominations total","https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","71%",8,"2021-07-09","Forrest Gump","https://www.imdb.com/title/tt0109830/","movie",8.8,142,1994,"Drama, Romance",2176475,"1994-06-23","Robert Zemeckis",NA,NA,NA,"1990s","Yes"
"tt0074119","Carl Bernstein, Bob Woodward, William Goldman","Dustin Hoffman, Robert Redford, Jack Warden","""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.","English, Spanish","United States","Won 4 Oscars. 17 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BOWI2YWQxM2MtY2U4Yi00YjgzLTgwNzktN2ExNTgzNTIzMmUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","94%",8,"2021-07-09","All the President's Men","https://www.imdb.com/title/tt0074119/","movie",7.9,138,1976,"Drama, History, Thriller",122306,"1976-04-04","Alan J. Pakula","2021-08-14",NA,NA,"1970s","Yes"
"tt0027977","Charles Chaplin","Charles Chaplin, Paulette Goddard, Henry Bergman","The Tramp struggles to live in modern industrial society with the help of a young homeless woman.","English","United States","4 wins & 1 nomination","https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","98%",NA,NA,"Modern Times","https://www.imdb.com/title/tt0027977/","movie",8.5,87,1936,"Comedy, Drama, Romance",252261,"1936-02-05","Charles Chaplin",NA,NA,NA,"1930s","No"
